pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,datetime,aqi_pm25,hour,day,month,lag_1,lag_3,lag_6,roll_mean_6,roll_mean_12,target_h1,target_h2,target_h3
18.3,27.5,569.0,11.1,43.3,141.0,2025-11-14 12:00:00,18.3,12,14,11,20.8,39.2,31.4,32.21666666666667,31.599999999999998,18.1,15.8,18.6
17.7,25.6,434.0,7.7,34.5,151.0,2025-11-14 13:00:00,17.7,13,14,11,18.3,25.3,39.2,28.633333333333336,30.400000000000002,18.9,16.8,20.5
18.1,25.6,357.0,6.5,27.6,156.0,2025-11-14 14:00:00,18.1,14,14,11,17.7,20.8,50.5,23.233333333333334,29.258333333333336,20.4,17.7,22.5
18.5,26.0,341.0,7.0,25.9,157.0,2025-11-14 15:00:00,18.5,15,14,11,18.1,18.3,39.2,19.783333333333335,28.24166666666667,21.3,18.2,24.6
18.7,26.4,382.0,9.6,26.3,151.0,2025-11-14 16:00:00,18.7,16,14,11,18.5,17.7,25.3,18.683333333333334,27.358333333333334,21.4,18.4,26.3
17.0,22.6,455.0,14.5,26.7,140.0,2025-11-14 17:00:00,17.0,17,14,11,18.7,18.1,20.8,18.05,26.224999999999998,19.1,15.5,27.0
27.0,31.9,549.0,24.6,24.6,114.0,2025-11-14 18:00:00,27.0,18,14,11,17.0,18.5,18.3,19.5,25.858333333333334,31.1,32.9,44.9
27.0,32.6,676.0,38.7,21.7,78.0,2025-11-14 19:00:00,27.0,19,14,11,27.0,18.7,17.7,21.05,24.84166666666667,30.4,44.4,44.9
25.1,31.7,844.0,49.3,19.5,50.0,2025-11-14 20:00:00,25.1,20,14,11,27.0,17.0,18.1,22.21666666666667,22.725000000000005,29.9,48.3,42.6
25.0,32.2,1131.0,53.2,19.0,38.0,2025-11-14 21:00:00,25.0,21,14,11,25.1,27.0,18.5,23.3,21.541666666666668,31.1,51.6,41.1
27.1,34.6,1459.0,53.7,19.2,34.0,2025-11-14 22:00:00,27.1,22,14,11,25.0,27.0,18.7,24.7,21.691666666666666,34.9,53.9,41.3
31.4,38.8,1601.0,53.8,19.0,30.0,2025-11-14 23:00:00,31.4,23,14,11,27.1,25.1,17.0,27.099999999999998,22.575000000000003,41.9,54.1,43.5
34.9,40.7,1401.0,54.8,17.8,24.0,2025-11-15 00:00:00,34.9,0,15,11,31.4,25.0,27.0,28.416666666666668,23.958333333333332,42.8,50.8,45.5
34.1,38.6,1016.0,55.4,16.3,18.0,2025-11-15 01:00:00,34.1,1,15,11,34.9,27.1,27.0,29.599999999999998,25.325000000000003,36.7,45.2,46.3
31.5,35.4,691.0,54.1,15.0,15.0,2025-11-15 02:00:00,31.5,2,15,11,34.1,31.4,25.1,30.666666666666668,26.441666666666666,31.5,40.2,47.3
28.9,32.2,467.0,48.9,14.0,16.0,2025-11-15 03:00:00,28.9,3,15,11,31.5,34.9,25.0,31.316666666666666,27.308333333333334,27.8,35.5,47.5
26.4,29.3,303.0,41.9,13.3,19.0,2025-11-15 04:00:00,26.4,4,15,11,28.9,34.1,27.1,31.200000000000003,27.95,24.7,30.3,44.5
29.7,34.0,326.0,48.7,13.2,9.0,2025-11-15 05:00:00,29.7,5,15,11,26.4,31.5,31.4,30.916666666666668,29.008333333333336,24.9,29.7,48.1
30.0,34.0,723.0,49.7,14.8,6.0,2025-11-15 06:00:00,30.0,6,15,11,29.7,28.9,34.9,30.099999999999998,29.258333333333336,23.9,27.4,47.3
38.3,42.3,1307.0,50.7,17.2,3.0,2025-11-15 07:00:00,38.3,7,15,11,30.0,26.4,34.1,30.8,30.2,28.9,32.9,52.7
51.1,54.5,1641.0,48.1,21.1,11.0,2025-11-15 08:00:00,51.1,8,15,11,38.3,29.7,31.5,34.06666666666667,32.36666666666667,34.3,42.4,59.3
42.0,48.1,1467.0,38.8,28.2,41.0,2025-11-15 09:00:00,42.0,9,15,11,51.1,30.0,28.9,36.25,33.78333333333333,35.9,40.0,46.1
25.0,37.5,1044.0,25.9,36.7,82.0,2025-11-15 10:00:00,25.0,10,15,11,42.0,38.3,26.4,36.016666666666666,33.608333333333334,25.2,28.8,32.0
19.4,29.3,705.0,15.7,41.9,116.0,2025-11-15 11:00:00,19.4,11,15,11,25.0,51.1,29.7,34.300000000000004,32.60833333333333,18.1,19.0,29.5
18.1,25.3,577.0,10.3,41.1,137.0,2025-11-15 12:00:00,18.1,12,15,11,19.4,42.0,30.0,32.31666666666667,31.208333333333332,15.8,18.6,28.9
18.9,25.1,533.0,7.6,37.1,151.0,2025-11-15 13:00:00,18.9,13,15,11,18.1,25.0,38.3,29.083333333333332,29.941666666666663,16.8,20.5,29.4
20.4,26.4,532.0,6.8,33.5,158.0,2025-11-15 14:00:00,20.4,14,15,11,18.9,19.4,51.1,23.966666666666665,29.016666666666666,17.7,22.5,30.4
21.3,27.2,567.0,6.5,31.6,161.0,2025-11-15 15:00:00,21.3,15,15,11,20.4,18.1,42.0,20.516666666666666,28.38333333333333,18.2,24.6,31.3
21.4,27.2,643.0,8.2,30.1,157.0,2025-11-15 16:00:00,21.4,16,15,11,21.3,18.9,25.0,19.916666666666664,27.96666666666667,18.4,26.3,31.9
19.1,22.3,737.0,15.8,31.8,145.0,2025-11-15 17:00:00,19.1,17,15,11,21.4,20.4,19.4,19.866666666666667,27.08333333333333,15.5,27.0,31.7
31.1,33.3,860.0,30.3,29.2,115.0,2025-11-15 18:00:00,31.1,18,15,11,19.1,21.3,18.1,22.03333333333333,27.174999999999997,32.9,44.9,45.5
30.4,32.4,999.0,50.4,25.7,74.0,2025-11-15 19:00:00,30.4,19,15,11,31.1,21.4,18.9,23.95,26.516666666666666,44.4,44.9,45.4
29.9,31.8,1097.0,66.0,23.3,41.0,2025-11-15 20:00:00,29.9,20,15,11,30.4,19.1,20.4,25.53333333333333,24.75,48.3,42.6,44.6
31.1,32.8,1142.0,73.6,23.4,25.0,2025-11-15 21:00:00,31.1,21,15,11,29.9,31.1,21.3,27.166666666666668,23.841666666666665,51.6,41.1,45.5
34.9,36.7,1145.0,76.7,24.5,18.0,2025-11-15 22:00:00,34.9,22,15,11,31.1,30.4,21.4,29.416666666666668,24.666666666666668,53.9,41.3,46.9
41.9,43.4,1079.0,76.4,24.6,14.0,2025-11-15 23:00:00,41.9,23,15,11,34.9,29.9,19.1,33.21666666666667,26.541666666666668,54.1,43.5,48.3
42.8,44.0,890.0,72.0,22.3,13.0,2025-11-16 00:00:00,42.8,0,16,11,41.9,31.1,31.1,35.166666666666664,28.599999999999998,50.8,45.5,48.3
36.7,37.6,633.0,64.1,18.9,17.0,2025-11-16 01:00:00,36.7,1,16,11,42.8,34.9,30.4,36.21666666666667,30.083333333333332,45.2,46.3,47.3
31.5,32.4,436.0,55.6,16.1,21.0,2025-11-16 02:00:00,31.5,2,16,11,36.7,41.9,29.9,36.483333333333334,31.00833333333333,40.2,47.3,46.1
27.8,28.6,325.0,45.5,14.5,27.0,2025-11-16 03:00:00,27.8,3,16,11,31.5,42.8,31.1,35.93333333333333,31.55,35.5,47.5,44.2
24.7,25.5,276.0,34.9,13.5,35.0,2025-11-16 04:00:00,24.7,4,16,11,27.8,36.7,34.9,34.233333333333334,31.825,30.3,44.5,41.4
24.9,25.5,346.0,36.9,13.6,30.0,2025-11-16 05:00:00,24.9,5,16,11,24.7,31.5,41.9,31.399999999999995,32.30833333333334,29.7,48.1,44.4
23.9,24.4,647.0,42.1,14.6,25.0,2025-11-16 06:00:00,23.9,6,16,11,24.9,27.8,42.8,28.25,31.708333333333332,27.4,47.3,44.1
28.9,29.5,1068.0,48.7,16.2,19.0,2025-11-16 07:00:00,28.9,7,16,11,23.9,24.7,36.7,26.95,31.583333333333332,32.9,52.7,50.9
34.3,34.8,1332.0,50.0,19.1,26.0,2025-11-16 08:00:00,34.3,8,16,11,28.9,24.9,31.5,27.416666666666668,31.95,42.4,59.3,59.6
35.9,36.3,1297.0,40.8,24.9,58.0,2025-11-16 09:00:00,35.9,9,16,11,34.3,23.9,27.8,28.766666666666666,32.35,40.0,46.1,45.5
25.2,26.1,1105.0,26.2,31.8,102.0,2025-11-16 10:00:00,25.2,10,16,11,35.9,28.9,24.7,28.849999999999998,31.541666666666668,28.8,32.0,35.0
18.1,18.9,907.0,14.6,35.6,137.0,2025-11-16 11:00:00,18.1,11,16,11,25.2,34.3,24.9,27.716666666666665,29.558333333333334,19.0,29.5,32.1
15.8,16.5,716.0,9.3,33.2,154.0,2025-11-16 12:00:00,15.8,12,16,11,18.1,35.9,23.9,26.366666666666664,27.308333333333334,18.6,28.9,33.2
16.8,17.4,518.0,7.0,27.6,161.0,2025-11-16 13:00:00,16.8,13,16,11,15.8,25.2,28.9,24.349999999999998,25.650000000000002,20.5,29.4,35.0
17.7,18.3,423.0,6.7,23.3,164.0,2025-11-16 14:00:00,17.7,14,16,11,16.8,18.1,34.3,21.583333333333332,24.5,22.5,30.4,36.7
18.2,18.9,412.0,4.9,21.4,166.0,2025-11-16 15:00:00,18.2,15,16,11,17.7,15.8,35.9,18.633333333333333,23.7,24.6,31.3,37.6
18.4,19.0,502.0,5.1,20.8,164.0,2025-11-16 16:00:00,18.4,16,16,11,18.2,16.8,25.2,17.5,23.175,26.3,31.9,37.5
15.5,15.8,859.0,16.4,22.5,147.0,2025-11-16 17:00:00,15.5,17,16,11,18.4,17.7,18.1,17.066666666666666,22.391666666666666,27.0,31.7,34.1
32.9,33.2,1789.0,43.9,25.2,110.0,2025-11-16 18:00:00,32.9,18,16,11,15.5,18.2,15.8,19.916666666666668,23.141666666666666,44.9,45.5,41.7
44.4,44.6,2984.0,81.5,29.1,60.0,2025-11-16 19:00:00,44.4,19,16,11,32.9,18.4,16.8,24.516666666666666,24.433333333333334,44.9,45.4,42.8
48.3,48.4,3687.0,107.2,32.3,23.0,2025-11-16 20:00:00,48.3,20,16,11,44.4,15.5,17.7,29.616666666666664,25.599999999999998,42.6,44.6,41.2
51.6,51.7,3479.0,109.9,34.9,13.0,2025-11-16 21:00:00,51.6,21,16,11,48.3,32.9,18.2,35.18333333333333,26.908333333333335,41.1,45.5,39.7
53.9,54.1,2778.0,100.6,37.0,16.0,2025-11-16 22:00:00,53.9,22,16,11,51.6,44.4,18.4,41.1,29.299999999999997,41.3,46.9,38.8
54.1,54.4,2077.0,91.0,36.6,19.0,2025-11-16 23:00:00,54.1,23,16,11,53.9,48.3,15.5,47.53333333333333,32.300000000000004,43.5,48.3,38.1
50.8,51.1,1483.0,84.4,32.0,18.0,2025-11-17 00:00:00,50.8,0,17,11,54.1,51.6,32.9,50.51666666666667,35.21666666666667,45.5,48.3,35.6
45.2,45.4,888.0,77.4,25.1,18.0,2025-11-17 01:00:00,45.2,1,17,11,50.8,53.9,44.4,50.65,37.583333333333336,46.3,47.3,32.1
40.2,40.5,464.0,71.0,19.5,17.0,2025-11-17 02:00:00,40.2,2,17,11,45.2,54.1,48.3,49.300000000000004,39.458333333333336,47.3,46.1,29.5
35.5,35.9,270.0,65.3,16.4,16.0,2025-11-17 03:00:00,35.5,3,17,11,40.2,50.8,51.6,46.61666666666667,40.9,47.5,44.2,27.9
30.3,30.5,245.0,60.3,14.7,16.0,2025-11-17 04:00:00,30.3,4,17,11,35.5,45.2,53.9,42.68333333333334,41.891666666666666,44.5,41.4,27.2
29.7,30.0,382.0,58.6,14.1,12.0,2025-11-17 05:00:00,29.7,5,17,11,30.3,40.2,54.1,38.61666666666667,43.074999999999996,48.1,44.4,33.5
27.4,27.6,795.0,59.7,15.6,9.0,2025-11-17 06:00:00,27.4,6,17,11,29.7,35.5,50.8,34.71666666666666,42.61666666666667,47.3,44.1,38.8
32.9,33.3,1370.0,60.7,18.0,7.0,2025-11-17 07:00:00,32.9,7,17,11,27.4,30.3,45.2,32.666666666666664,41.65833333333334,52.7,50.9,50.3
42.4,42.6,1748.0,57.4,22.7,17.0,2025-11-17 08:00:00,42.4,8,17,11,32.9,29.7,40.2,33.03333333333334,41.166666666666664,59.3,59.6,60.3
40.0,40.4,1756.0,46.0,32.1,52.0,2025-11-17 09:00:00,40.0,9,17,11,42.4,27.4,35.5,33.78333333333333,40.199999999999996,46.1,45.5,46.4
28.8,29.4,1568.0,30.3,43.7,99.0,2025-11-17 10:00:00,28.8,10,17,11,40.0,32.9,30.3,33.53333333333333,38.108333333333334,32.0,35.0,32.4
19.0,19.5,1348.0,18.2,51.5,138.0,2025-11-17 11:00:00,19.0,11,17,11,28.8,42.4,29.7,31.75,35.18333333333333,29.5,32.1,29.0
18.6,19.0,1120.0,12.7,51.9,161.0,2025-11-17 12:00:00,18.6,12,17,11,19.0,40.0,27.4,30.283333333333335,32.5,28.9,33.2,30.2
20.5,20.8,860.0,10.7,48.5,175.0,2025-11-17 13:00:00,20.5,13,17,11,18.6,28.8,32.9,28.21666666666667,30.441666666666666,29.4,35.0,33.1
22.5,22.9,659.0,10.6,45.7,183.0,2025-11-17 14:00:00,22.5,14,17,11,20.5,19.0,42.4,24.900000000000002,28.96666666666667,30.4,36.7,35.0
24.6,25.1,521.0,11.0,45.9,189.0,2025-11-17 15:00:00,24.6,15,17,11,22.5,18.6,40.0,22.333333333333332,28.058333333333334,31.3,37.6,36.3
26.3,26.7,441.0,13.2,46.8,190.0,2025-11-17 16:00:00,26.3,16,17,11,24.6,20.5,28.8,21.916666666666668,27.724999999999998,31.9,37.5,36.7
27.0,27.4,501.0,19.1,49.2,185.0,2025-11-17 17:00:00,27.0,17,17,11,26.3,22.5,19.0,23.25,27.5,31.7,34.1,31.7
44.9,45.4,829.0,36.8,44.6,147.0,2025-11-17 18:00:00,44.9,18,17,11,27.0,24.6,18.6,27.633333333333336,28.958333333333332,45.5,41.7,36.1
44.9,45.5,1297.0,60.9,38.2,94.0,2025-11-17 19:00:00,44.9,19,17,11,44.9,26.3,20.5,31.7,29.958333333333332,45.4,42.8,36.8
42.6,43.4,1593.0,77.1,32.8,54.0,2025-11-17 20:00:00,42.6,20,17,11,44.9,27.0,22.5,35.050000000000004,29.974999999999998,44.6,41.2,34.2
41.1,42.3,1563.0,77.5,29.6,40.0,2025-11-17 21:00:00,41.1,21,17,11,42.6,44.9,24.6,37.800000000000004,30.066666666666666,45.5,39.7,33.1
41.3,42.7,1362.0,70.0,27.6,39.0,2025-11-17 22:00:00,41.3,22,17,11,41.1,44.9,26.3,40.300000000000004,31.108333333333334,46.9,38.8,33.3
43.5,45.3,1146.0,63.6,26.0,38.0,2025-11-17 23:00:00,43.5,23,17,11,41.3,42.6,27.0,43.050000000000004,33.15,48.3,38.1,34.1
45.5,47.6,945.0,62.4,25.1,33.0,2025-11-18 00:00:00,45.5,0,18,11,43.5,41.1,44.9,43.15,35.391666666666666,48.3,35.6,33.4
46.3,48.7,728.0,62.4,24.7,28.0,2025-11-18 01:00:00,46.3,1,18,11,45.5,41.3,44.9,43.38333333333333,37.541666666666664,47.3,32.1,31.1
47.3,49.7,561.0,60.6,23.9,25.0,2025-11-18 02:00:00,47.3,2,18,11,46.3,43.5,42.6,44.166666666666664,39.60833333333333,46.1,29.5,29.7
47.5,49.7,431.0,54.3,21.8,24.0,2025-11-18 03:00:00,47.5,3,18,11,47.3,45.5,41.1,45.23333333333333,41.516666666666666,44.2,27.9,30.4
44.5,46.4,350.0,46.3,19.3,24.0,2025-11-18 04:00:00,44.5,4,18,11,47.5,46.3,41.3,45.76666666666666,43.03333333333333,41.4,27.2,33.1
48.1,50.3,420.0,47.3,21.3,22.0,2025-11-18 05:00:00,48.1,5,18,11,44.5,47.3,43.5,46.53333333333333,44.791666666666664,44.4,33.5,38.0
47.3,49.2,811.0,50.6,21.3,15.0,2025-11-18 06:00:00,47.3,6,18,11,48.1,47.5,45.5,46.833333333333336,44.99166666666667,44.1,38.8,38.5
52.7,54.5,1353.0,54.6,21.5,7.0,2025-11-18 07:00:00,52.7,7,18,11,47.3,44.5,46.3,47.9,45.64166666666666,50.9,50.3,46.8
59.3,60.8,1642.0,53.5,24.1,13.0,2025-11-18 08:00:00,59.3,8,18,11,52.7,48.1,47.3,49.9,47.03333333333333,59.6,60.3,58.6
46.1,48.4,1425.0,42.5,31.4,47.0,2025-11-18 09:00:00,46.1,9,18,11,59.3,47.3,47.5,49.666666666666664,47.449999999999996,45.5,46.4,40.3
32.0,36.1,956.0,26.5,41.1,95.0,2025-11-18 10:00:00,32.0,10,18,11,46.1,52.7,44.5,47.583333333333336,46.675000000000004,35.0,32.4,24.2
29.5,32.4,589.0,14.2,47.6,136.0,2025-11-18 11:00:00,29.5,11,18,11,32.0,59.3,48.1,44.48333333333333,45.50833333333333,32.1,29.0,24.4
28.9,31.0,470.0,9.1,48.1,161.0,2025-11-18 12:00:00,28.9,12,18,11,29.5,46.1,47.3,41.416666666666664,44.125,33.2,30.2,26.1
29.4,31.2,453.0,7.7,45.5,178.0,2025-11-18 13:00:00,29.4,13,18,11,28.9,32.0,52.7,37.53333333333333,42.71666666666667,35.0,33.1,27.9
30.4,32.2,463.0,8.0,43.2,188.0,2025-11-18 14:00:00,30.4,14,18,11,29.4,29.5,59.3,32.71666666666667,41.30833333333333,36.7,35.0,29.5
31.3,33.2,470.0,8.3,42.8,192.0,2025-11-18 15:00:00,31.3,15,18,11,30.4,28.9,46.1,30.249999999999996,39.958333333333336,37.6,36.3,31.1
31.9,33.9,504.0,10.2,42.7,187.0,2025-11-18 16:00:00,31.9,16,18,11,31.3,29.4,32.0,30.233333333333334,38.90833333333334,37.5,36.7,32.1
31.7,33.4,569.0,16.2,44.6,177.0,2025-11-18 17:00:00,31.7,17,18,11,31.9,30.4,29.5,30.599999999999994,37.541666666666664,34.1,31.7,48.9
45.5,47.3,692.0,32.8,40.4,139.0,2025-11-18 18:00:00,45.5,18,18,11,31.7,31.3,28.9,33.36666666666667,37.391666666666666,41.7,36.1,56.9
45.4,47.4,847.0,55.6,34.6,85.0,2025-11-18 19:00:00,45.4,19,18,11,45.5,31.9,29.4,36.03333333333333,36.78333333333333,42.8,36.8,56.8
44.6,46.9,964.0,72.3,30.0,44.0,2025-11-18 20:00:00,44.6,20,18,11,45.4,31.7,30.4,38.4,35.55833333333333,41.2,34.2,54.1
45.5,48.1,1027.0,77.3,28.0,27.0,2025-11-18 21:00:00,45.5,21,18,11,44.6,45.5,31.3,40.76666666666667,35.50833333333333,39.7,33.1,53.8
46.9,49.5,1052.0,76.3,27.2,21.0,2025-11-18 22:00:00,46.9,22,18,11,45.5,45.4,31.9,43.26666666666667,36.75,38.8,33.3,56.7
48.3,51.0,1022.0,73.5,26.1,18.0,2025-11-18 23:00:00,48.3,23,18,11,46.9,44.6,31.7,46.03333333333333,38.31666666666667,38.1,34.1,59.8
48.3,51.0,905.0,70.3,24.0,15.0,2025-11-19 00:00:00,48.3,0,19,11,48.3,45.5,45.5,46.5,39.93333333333333,35.6,33.4,59.3
47.3,50.1,733.0,65.4,21.5,15.0,2025-11-19 01:00:00,47.3,1,19,11,48.3,46.9,45.4,46.81666666666666,41.425,32.1,31.1,56.1
46.1,49.1,585.0,59.4,19.4,16.0,2025-11-19 02:00:00,46.1,2,19,11,47.3,48.3,44.6,47.06666666666666,42.73333333333333,29.5,29.7,50.9
44.2,47.4,431.0,50.5,17.5,20.0,2025-11-19 03:00:00,44.2,3,19,11,46.1,48.3,45.5,46.849999999999994,43.80833333333334,27.9,30.4,46.3
41.4,44.7,302.0,40.4,16.0,26.0,2025-11-19 04:00:00,41.4,4,19,11,44.2,47.3,46.9,45.93333333333334,44.599999999999994,27.2,33.1,42.6
44.4,48.1,365.0,43.4,18.3,23.0,2025-11-19 05:00:00,44.4,5,19,11,41.4,46.1,48.3,45.28333333333333,45.65833333333333,33.5,38.0,41.2
44.1,47.7,842.0,48.2,19.5,16.0,2025-11-19 06:00:00,44.1,6,19,11,44.4,44.2,48.3,44.583333333333336,45.541666666666664,38.8,38.5,40.5
50.9,54.7,1512.0,54.4,21.3,9.0,2025-11-19 07:00:00,50.9,7,19,11,44.1,41.4,47.3,45.18333333333334,46.0,50.3,46.8,45.3
59.6,62.9,1882.0,54.8,24.1,14.0,2025-11-19 08:00:00,59.6,8,19,11,50.9,44.4,46.1,47.43333333333334,47.25,60.3,58.6,51.3
45.5,49.0,1651.0,44.2,28.6,44.0,2025-11-19 09:00:00,45.5,9,19,11,59.6,44.1,44.2,47.650000000000006,47.25,46.4,40.3,52.9
35.0,39.5,1120.0,27.8,34.0,87.0,2025-11-19 10:00:00,35.0,10,19,11,45.5,50.9,41.4,46.583333333333336,46.25833333333333,32.4,24.2,50.8
32.1,35.9,696.0,15.1,38.8,124.0,2025-11-19 11:00:00,32.1,11,19,11,35.0,59.6,44.4,44.53333333333333,44.90833333333333,29.0,24.4,52.4
33.2,36.1,541.0,9.7,42.6,150.0,2025-11-19 12:00:00,33.2,12,19,11,32.1,45.5,44.1,42.71666666666667,43.65,30.2,26.1,49.2
35.0,37.6,492.0,7.9,45.7,171.0,2025-11-19 13:00:00,35.0,13,19,11,33.2,35.0,50.9,40.06666666666667,42.625,33.1,27.9,47.0
36.7,39.0,468.0,7.8,47.4,183.0,2025-11-19 14:00:00,36.7,14,19,11,35.0,32.1,59.6,36.25,41.84166666666667,35.0,29.5,47.3
37.6,39.9,425.0,8.4,47.3,184.0,2025-11-19 15:00:00,37.6,15,19,11,36.7,33.2,45.5,34.93333333333334,41.291666666666664,36.3,31.1,48.3
37.5,39.7,407.0,10.8,45.7,177.0,2025-11-19 16:00:00,37.5,16,19,11,37.6,35.0,35.0,35.35,40.96666666666666,36.7,32.1,49.4
34.1,35.9,462.0,14.8,43.0,158.0,2025-11-19 17:00:00,34.1,17,19,11,37.5,36.7,32.1,35.68333333333333,40.108333333333334,31.7,48.9,64.3
41.7,43.0,667.0,29.7,39.3,125.0,2025-11-19 18:00:00,41.7,18,19,11,34.1,37.6,33.2,37.1,39.90833333333333,36.1,56.9,73.1
42.8,44.1,945.0,50.2,34.2,80.0,2025-11-19 19:00:00,42.8,19,19,11,41.7,37.5,35.0,38.4,39.233333333333334,36.8,56.8,72.4
41.2,42.5,1119.0,64.9,29.9,45.0,2025-11-19 20:00:00,41.2,20,19,11,42.8,34.1,36.7,39.15,37.699999999999996,34.2,54.1,69.6
39.7,41.0,1100.0,69.2,27.4,31.0,2025-11-19 21:00:00,39.7,21,19,11,41.2,41.7,37.6,39.5,37.21666666666667,33.1,53.8,68.0
38.8,40.0,976.0,67.6,25.7,28.0,2025-11-19 22:00:00,38.8,22,19,11,39.7,42.8,37.5,39.71666666666667,37.53333333333333,33.3,56.7,69.8
38.1,39.2,837.0,62.5,23.7,29.0,2025-11-19 23:00:00,38.1,23,19,11,38.8,41.2,34.1,40.38333333333333,38.03333333333334,34.1,59.8,78.2
35.6,36.8,694.0,52.6,20.9,36.0,2025-11-20 00:00:00,35.6,0,20,11,38.1,39.7,41.7,39.36666666666667,38.23333333333334,33.4,59.3,81.5
32.1,33.4,536.0,39.1,17.8,47.0,2025-11-20 01:00:00,32.1,1,20,11,35.6,38.8,42.8,37.583333333333336,37.99166666666667,31.1,56.1,75.2
29.5,30.9,417.0,28.3,15.5,55.0,2025-11-20 02:00:00,29.5,2,20,11,32.1,38.1,41.2,35.63333333333333,37.391666666666666,29.7,50.9,70.3
27.9,29.3,321.0,21.7,14.1,57.0,2025-11-20 03:00:00,27.9,3,20,11,29.5,35.6,39.7,33.666666666666664,36.583333333333336,30.4,46.3,66.1
27.2,28.6,265.0,17.8,13.5,55.0,2025-11-20 04:00:00,27.2,4,20,11,27.9,32.1,38.8,31.73333333333333,35.725,33.1,42.6,62.6
33.5,35.0,353.0,24.1,14.2,40.0,2025-11-20 05:00:00,33.5,5,20,11,27.2,29.5,38.1,30.96666666666667,35.675000000000004,38.0,41.2,72.2
38.8,40.0,748.0,31.9,15.3,27.0,2025-11-20 06:00:00,38.8,6,20,11,33.5,27.9,35.6,31.5,35.43333333333334,38.5,40.5,68.2
50.3,51.6,1287.0,42.1,17.2,11.0,2025-11-20 07:00:00,50.3,7,20,11,38.8,27.2,32.1,34.53333333333333,36.05833333333333,46.8,45.3,72.4
60.3,61.2,1583.0,46.8,20.5,11.0,2025-11-20 08:00:00,60.3,8,20,11,50.3,33.5,29.5,39.666666666666664,37.65,58.6,51.3,79.4
46.4,47.7,1389.0,40.6,26.5,39.0,2025-11-20 09:00:00,46.4,9,20,11,60.3,38.8,27.9,42.75,38.208333333333336,40.3,52.9,70.8
32.4,34.2,952.0,28.8,34.0,83.0,2025-11-20 10:00:00,32.4,10,20,11,46.4,50.3,27.2,43.61666666666667,37.675000000000004,24.2,50.8,56.5
29.0,30.6,631.0,19.0,40.3,122.0,2025-11-20 11:00:00,29.0,11,20,11,32.4,60.3,33.5,42.86666666666667,36.916666666666664,24.4,52.4,51.0
30.2,31.7,587.0,13.6,44.5,150.0,2025-11-20 12:00:00,30.2,12,20,11,29.0,46.4,38.8,41.43333333333333,36.46666666666666,26.1,49.2,50.2
33.1,34.6,658.0,10.1,47.4,173.0,2025-11-20 13:00:00,33.1,13,20,11,30.2,32.4,50.3,38.56666666666667,36.550000000000004,27.9,47.0,48.8
35.0,36.4,716.0,8.8,48.8,186.0,2025-11-20 14:00:00,35.0,14,20,11,33.1,29.0,60.3,34.35,37.00833333333333,29.5,47.3,47.3
36.3,37.7,694.0,9.2,48.5,189.0,2025-11-20 15:00:00,36.3,15,20,11,35.0,30.2,46.4,32.666666666666664,37.708333333333336,31.1,48.3,46.4
36.7,38.1,658.0,11.7,46.7,182.0,2025-11-20 16:00:00,36.7,16,20,11,36.3,33.1,32.4,33.38333333333333,38.5,32.1,49.4,46.7
31.7,32.2,677.0,16.4,48.8,173.0,2025-11-20 17:00:00,31.7,17,20,11,36.7,35.0,29.0,33.833333333333336,38.35,48.9,64.3,50.8
36.1,36.7,814.0,27.7,43.7,139.0,2025-11-20 18:00:00,36.1,18,20,11,31.7,36.3,30.2,34.81666666666666,38.12499999999999,56.9,73.1,68.9
36.8,37.5,1005.0,43.3,36.6,92.0,2025-11-20 19:00:00,36.8,19,20,11,36.1,36.7,33.1,35.43333333333333,37.0,56.8,72.4,74.0
34.2,34.8,1126.0,54.8,30.8,55.0,2025-11-20 20:00:00,34.2,20,20,11,36.8,31.7,35.0,35.300000000000004,34.824999999999996,54.1,69.6,76.4
33.1,33.6,1125.0,58.7,27.7,38.0,2025-11-20 21:00:00,33.1,21,20,11,34.2,36.1,36.3,34.766666666666666,33.71666666666667,53.8,68.0,79.9
33.3,34.0,1054.0,58.6,25.8,32.0,2025-11-20 22:00:00,33.3,22,20,11,33.1,36.8,36.7,34.199999999999996,33.791666666666664,56.7,69.8,84.3
34.1,34.8,944.0,56.6,24.0,28.0,2025-11-20 23:00:00,34.1,23,20,11,33.3,34.2,31.7,34.6,34.21666666666666,59.8,78.2,78.9
33.4,34.0,773.0,52.6,21.8,26.0,2025-11-21 00:00:00,33.4,0,21,11,34.1,33.1,36.1,34.15,34.483333333333334,59.3,81.5,69.6
31.1,31.8,561.0,46.8,19.6,26.0,2025-11-21 01:00:00,31.1,1,21,11,33.4,33.3,36.8,33.199999999999996,34.31666666666667,56.1,75.2,61.0
29.7,30.5,406.0,42.1,17.8,25.0,2025-11-21 02:00:00,29.7,2,21,11,31.1,34.1,34.2,32.45,33.87499999999999,50.9,70.3,54.4
30.4,31.1,306.0,39.6,16.4,21.0,2025-11-21 03:00:00,30.4,3,21,11,29.7,33.4,33.1,32.0,33.38333333333333,46.3,66.1,49.1
33.1,33.6,262.0,38.2,15.3,17.0,2025-11-21 04:00:00,33.1,4,21,11,30.4,31.1,33.3,31.96666666666667,33.083333333333336,42.6,62.6,44.7
